AÑO,CCAA,KG RECOGIDOS,HABITANTES,CONTENEDOR
2008,REGION DE MURCIA,171620,17634,Amarillo
2008,REGION DE MURCIA,77640,16471,Amarillo
2008,REGION DE MURCIA,190900,39636,Amarillo
2008,REGION DE MURCIA,391950,34161,Amarillo
2008,REGION DE MURCIA,55240,6119,Amarillo
2008,REGION DE MURCIA,66720,14400,Amarillo
2008,REGION DE MURCIA,240700,25688,Amarillo
2008,REGION DE MURCIA,118680,8379,Amarillo
2008,REGION DE MURCIA,402371,89606,Amarillo
2008,REGION DE MURCIA,122180,33134,Amarillo
2008,REGION DE MURCIA,66240,12020,Amarillo
2008,REGION DE MURCIA,180900,15798,Amarillo
2008,REGION DE MURCIA,94780,10282,Amarillo
2008,REGION DE MURCIA,3267,1531,Amarillo
2008,REGION DE MURCIA,35400,14077,Amarillo
2008,REGION DE MURCIA,85880,16570,Amarillo
2008,REGION DE MURCIA,90920,32616,Amarillo
2008,REGION DE MURCIA,4356,2042,Amarillo
2008,REGION DE MURCIA,3267,991,Amarillo
2008,REGION DE MURCIA,215980,22217,Amarillo
2008,REGION DE MURCIA,103800,6714,Amarillo
2008,REGION DE MURCIA,346940,19611,Amarillo
2008,REGION DE MURCIA,8712,1413,Amarillo
2008,REGION DE MURCIA,2178,626,Amarillo
2008,REGION DE MURCIA,150500,9185,Amarillo
2008,REGION DE MURCIA,87260,8572,Amarillo
2008,REGION DE MURCIA,6220,4013,Amarillo
2008,REGION DE MURCIA,105200,10294,Amarillo
2009,ANDALUCIA,8123131,422578,Amarillo
2009,ANDALUCIA,771600,88716,Amarillo
2009,ANDALUCIA,412780,21288,Amarillo
2009,ANDALUCIA,2054684,189860,Amarillo
2009,ANDALUCIA,131820,21452,Amarillo
2009,ANDALUCIA,239280,19738,Amarillo
2009,ANDALUCIA,723996,153419,Amarillo
2009,ANDALUCIA,688080,74452,Amarillo
2009,ANDALUCIA,1058280,120323,Amarillo
2009,ANDALUCIA,638491,76171,Amarillo
2009,ANDALUCIA,2266280,261377,Amarillo
2009,ANDALUCIA,168860,31017,Amarillo
2009,ANDALUCIA,3110776,581732,Amarillo
2009,ANDALUCIA,108260,20752,Amarillo
2009,ANDALUCIA,101480,26126,Amarillo
2009,ANDALUCIA,3960,3339,Amarillo
2009,ANDALUCIA,50700,18352,Amarillo
2009,ANDALUCIA,3709000,236988,Amarillo
2009,ANDALUCIA,857700,86288,Amarillo
2009,ANDALUCIA,764989,125415,Amarillo
2009,ANDALUCIA,1322880,228958,Amarillo
2009,ANDALUCIA,490180,59163,Amarillo
2009,ANDALUCIA,2512520,205364,Amarillo
2009,ANDALUCIA,2634112,213046,Amarillo
2009,ANDALUCIA,7119315,551021,Amarillo
2009,ANDALUCIA,7397900,653884,Amarillo
2009,ANDALUCIA,742370,116417,Amarillo
2009,ANDALUCIA,6891681,421510,Amarillo
2009,ANDALUCIA,1702330,187521,Amarillo
2009,ANDALUCIA,1972070,96155,Amarillo
2009,ANDALUCIA,940830,148027,Amarillo
2009,ANDALUCIA,722880,132406,Amarillo
2009,ANDALUCIA,1403360,134384,Amarillo
2009,ANDALUCIA,408470,65236,Amarillo
2009,ANDALUCIA,579500,39648,Amarillo
2009,ANDALUCIA,5514736,519344,Amarillo
2009,ANDALUCIA,42900,22851,Amarillo
2009,ANDALUCIA,865980,106844,Amarillo
2009,ANDALUCIA,2667430,271622,Amarillo
2009,ANDALUCIA,560180,60728,Amarillo
2009,ANDALUCIA,1563760,127200,Amarillo
2009,ANDALUCIA,457380,77423,Amarillo
2009,ANDALUCIA,4100074,566446,Amarillo
2009,ANDALUCIA,504360,55960,Amarillo
2009,ANDALUCIA,403960,29503,Amarillo
2009,ANDALUCIA,176020,16879,Amarillo
2009,ARAGON,44895,4914,Amarillo
2009,ARAGON,334160,29868,Amarillo
2009,ARAGON,263550,15427,Amarillo
2009,ARAGON,64820,4416,Amarillo
2009,ARAGON,200500,16966,Amarillo
2009,ARAGON,296039,20466,Amarillo
2009,ARAGON,171657,13193,Amarillo
2009,ARAGON,228672,16749,Amarillo
2009,ARAGON,234660,16233,Amarillo
2009,ARAGON,270760,21905,Amarillo
2009,ARAGON,112740,10050,Amarillo
2009,ARAGON,90980,8894,Amarillo
2009,ARAGON,2074574,86681,Amarillo
2009,ARAGON,228080,26952,Amarillo
2009,ARAGON,251154,19166,Amarillo
2009,ARAGON,42020,4809,Amarillo
2009,ARAGON,48100,7631,Amarillo
2009,ARAGON,96640,10434,Amarillo
2009,ARAGON,138380,13940,Amarillo
2009,ARAGON,334760,24092,Amarillo
2009,ARAGON,76320,7311,Amarillo
2009,ARAGON,30679,5493,Amarillo
2009,ARAGON,78963,6971,Amarillo
2009,ARAGON,120980,18767,Amarillo
2009,ARAGON,373880,46961,Amarillo
2009,ARAGON,110240,12388,Amarillo
2009,ARAGON,95740,9240,Amarillo
2009,ARAGON,189540,14747,Amarillo
2009,ARAGON,206820,25010,Amarillo
2009,ARAGON,127020,16592,Amarillo
2009,ARAGON,145060,14284,Amarillo
2009,ARAGON,101900,14589,Amarillo
2009,ARAGON,154400,26657,Amarillo
2009,ARAGON,23340,2878,Amarillo
2009,ARAGON,30360,3682,Amarillo
2009,ARAGON,8869760,666129,Amarillo
2009,ASTURIAS,2310347,220644,Amarillo
2009,ASTURIAS,6765777,859494,Amarillo
2009,BALEARES,3637580,396570,Amarillo
2009,BALEARES,1842330,92434,Amarillo
2009,BALEARES,5451123,398863,Amarillo
2009,BALEARES,405900,46835,Amarillo
2009,BALEARES,262610,21304,Amarillo
2009,BALEARES,140400,21082,Amarillo
2009,BALEARES,467310,30364,Amarillo
2009,BALEARES,39600,5468,Amarillo
2009,BALEARES,248320,9147,Amarillo
2009,BALEARES,915337,50777,Amarillo
2009,CANARIAS,45800,10372,Amarillo
2009,CANARIAS,129740,19042,Amarillo
2009,CANARIAS,22820,8987,Amarillo
2009,CANARIAS,545868,99201,Amarillo
2009,CANARIAS,71750,17253,Amarillo
2009,CANARIAS,1798330,118358,Amarillo
2009,CANARIAS,101420,39389,Amarillo
2009,CANARIAS,76870,7698,Amarillo
2009,CANARIAS,228640,75903,Amarillo
2009,CANARIAS,276600,63305,Amarillo
2009,CANARIAS,37460,7586,Amarillo
2009,CANARIAS,27300,2805,Amarillo
2009,CANARIAS,57200,8744,Amarillo
2009,CANARIAS,781530,148287,Amarillo
2009,CANARIAS,91500,20004,Amarillo
2009,CANARIAS,254920,31804,Amarillo
2009,CANARIAS,118040,23394,Amarillo
2009,CANARIAS,514800,35542,Amarillo
2009,CANARIAS,247740,41002,Amarillo
2009,CANARIAS,488700,100929,Amarillo
2009,CANARIAS,181170,38866,Amarillo
2009,CANARIAS,21620,8029,Amarillo
2009,CANARIAS,385100,86528,Amarillo
2009,CANARIAS,97880,17064,Amarillo
2009,CANARIAS,83640,15037,Amarillo
2009,CANARIAS,175930,40945,Amarillo
2009,CANARIAS,188220,37385,Amarillo
2009,CANARIAS,112560,11825,Amarillo
2009,CANARIAS,1297720,221956,Amarillo
2009,CANARIAS,586750,139506,Amarillo
2009,CANARIAS,66900,10613,Amarillo
2009,CANARIAS,79300,20391,Amarillo
2009,CANARIAS,13650,1851,Amarillo
2009,CANARIAS,27910,5346,Amarillo
2009,CANARIAS,2690250,381123,Amarillo
2009,CANARIAS,64620,5765,Amarillo
2009,CANARIAS,64060,7424,Amarillo
2009,CANARIAS,306110,23951,Amarillo
2009,CANARIAS,110340,8071,Amarillo
2009,CANARIAS,54480,10500,Amarillo
2009,CANARIAS,29820,5307,Amarillo
2009,CANARIAS,36740,5227,Amarillo
2009,CANTABRIA,685121,55910,Amarillo
2009,CANTABRIA,1647754,182302,Amarillo
2009,CANTABRIA,305899,31086,Amarillo
2009,CANTABRIA,426407,53679,Amarillo
2009,CANTABRIA,1782933,259079,Amarillo
2009,CASTILLA Y LEON,1311680,56144,Amarillo
2009,CASTILLA Y LEON,82920,12039,Amarillo
2009,CASTILLA Y LEON,250160,30217,Amarillo
2009,CASTILLA Y LEON,103540,20800,Amarillo
2009,CASTILLA Y LEON,130180,14565,Amarillo
2009,CASTILLA Y LEON,376900,39078,Amarillo
2009,CASTILLA Y LEON,29060,5432,Amarillo
2009,CASTILLA Y LEON,647720,56858,Amarillo
2009,CASTILLA Y LEON,41780,1963,Amarillo
2009,CASTILLA Y LEON,158740,14315,Amarillo
2009,CASTILLA Y LEON,38580,1933,Amarillo
2009,CASTILLA Y LEON,216620,15996,Amarillo
2009,CASTILLA Y LEON,34646,5642,Amarillo
2009,CASTILLA Y LEON,54890,5158,Amarillo
2009,CASTILLA Y LEON,188180,6178,Amarillo
2009,CASTILLA Y LEON,56680,4066,Amarillo
2009,CASTILLA Y LEON,18160,3488,Amarillo
2009,CASTILLA Y LEON,23580,4142,Amarillo
2009,CASTILLA Y LEON,60200,11040,Amarillo
2009,CASTILLA Y LEON,42100,2388,Amarillo
2009,CASTILLA Y LEON,148140,8030,Amarillo
2009,CASTILLA Y LEON,319420,30452,Amarillo
2009,CASTILLA Y LEON,1081705,94738,Amarillo
2009,CASTILLA Y LEON,35920,1926,Amarillo
2009,CASTILLA Y LEON,8120,1234,Amarillo
2009,CASTILLA Y LEON,14400,2132,Amarillo
2009,CASTILLA Y LEON,45740,6107,Amarillo
2009,CASTILLA Y LEON,6400,2625,Amarillo
2009,CASTILLA Y LEON,19640,7237,Amarillo
2009,CASTILLA Y LEON,37860,13717,Amarillo
2009,CASTILLA Y LEON,3580,1168,Amarillo
2009,CASTILLA Y LEON,5780,1321,Amarillo
2009,CASTILLA Y LEON,1554560,135119,Amarillo
2009,CASTILLA Y LEON,301210,34654,Amarillo
2009,CASTILLA Y LEON,2551760,177879,Amarillo
2009,CASTILLA Y LEON,1619390,155740,Amarillo
2009,CASTILLA Y LEON,944270,144295,Amarillo
2009,CASTILLA Y LEON,680940,67969,Amarillo
2009,CASTILLA Y LEON,546260,66672,Amarillo
2009,CASTILLA Y LEON,1414440,164957,Amarillo
2009,CASTILLA Y LEON,322500,39589,Amarillo
2009,CASTILLA Y LEON,723560,32460,Amarillo
2009,CASTILLA Y LEON,1191480,82626,Amarillo
2009,CASTILLA Y LEON,101644,17147,Amarillo
2009,CASTILLA Y LEON,759160,94108,Amarillo
2009,CASTILLA Y LEON,593660,112501,Amarillo
2009,CASTILLA-LA MANCHA,2057400,206929,Amarillo
2009,CASTILLA-LA MANCHA,15250,3961,Amarillo
2009,CASTILLA-LA MANCHA,29230,5509,Amarillo
2009,CASTILLA-LA MANCHA,6070,964,Amarillo
2009,CASTILLA-LA MANCHA,6700,1084,Amarillo
2009,CASTILLA-LA MANCHA,17320,1826,Amarillo
2009,CASTILLA-LA MANCHA,177910,17153,Amarillo
2009,CASTILLA-LA MANCHA,495380,38478,Amarillo
2009,CASTILLA-LA MANCHA,2880,630,Amarillo
2009,CASTILLA-LA MANCHA,8280,2750,Amarillo
2009,CASTILLA-LA MANCHA,10190,1378,Amarillo
2009,CASTILLA-LA MANCHA,3660422,318178,Amarillo
2009,CASTILLA-LA MANCHA,1265740,177621,Amarillo
2009,CASTILLA-LA MANCHA,501820,80810,Amarillo
2009,CASTILLA-LA MANCHA,2795580,449986,Amarillo
2009,CASTILLA-LA MANCHA,621840,87763,Amarillo
2009,CASTILLA-LA MANCHA,3906600,397433,Amarillo
2009,CASTILLA-LA MANCHA,941135,68384,Amarillo
2009,CASTILLA-LA MANCHA,524610,81221,Amarillo
2009,CATALUÑA,1643523,57108,Amarillo
2009,CATALUÑA,972850,81304,Amarillo
2009,CATALUÑA,1523628,81885,Amarillo
2009,CATALUÑA,654694,48009,Amarillo
2009,CATALUÑA,720070,75574,Amarillo
2009,CATALUÑA,838140,41488,Amarillo
2009,CATALUÑA,57700,3561,Amarillo
2009,CATALUÑA,204770,18658,Amarillo
2009,CATALUÑA,350740,21161,Amarillo
2009,CATALUÑA,600120,21451,Amarillo
2009,CATALUÑA,194200,20350,Amarillo
2009,CATALUÑA,664890,54437,Amarillo
2009,CATALUÑA,87780,5186,Amarillo
2009,CATALUÑA,1482725,102588,Amarillo
2009,CATALUÑA,2143590,94484,Amarillo
2009,CATALUÑA,1356951,80664,Amarillo
2009,CATALUÑA,360860,38164,Amarillo
2009,CATALUÑA,1664470,131731,Amarillo
2009,CATALUÑA,798296,30063,Amarillo
2009,CATALUÑA,3138115,207345,Amarillo
2009,CATALUÑA,429420,16756,Amarillo
2009,CATALUÑA,1847142,160155,Amarillo
2009,CATALUÑA,2743220,173773,Amarillo
2009,CATALUÑA,564940,73085,Amarillo
2009,CATALUÑA,586800,64157,Amarillo
2009,CATALUÑA,611080,22337,Amarillo
2009,CATALUÑA,177820,18225,Amarillo
2009,CATALUÑA,4086680,203969,Amarillo
2009,CATALUÑA,831160,71927,Amarillo
2009,CATALUÑA,505680,26831,Amarillo
2009,CATALUÑA,3470925,119631,Amarillo
2009,CATALUÑA,284260,26169,Amarillo
2009,CATALUÑA,1214860,119780,Amarillo
2009,CATALUÑA,2195789,71058,Amarillo
2009,CATALUÑA,383780,39507,Amarillo
2009,CATALUÑA,132620,7446,Amarillo
2009,CATALUÑA,627470,29645,Amarillo
2009,CATALUÑA,752740,22394,Amarillo
2009,CATALUÑA,1239270,107770,Amarillo
2009,CATALUÑA,925778,43386,Amarillo
2009,CATALUÑA,1289300,60464,Amarillo
2009,CATALUÑA,215820,13685,Amarillo
2009,CATALUÑA,1611050,137536,Amarillo
2009,CATALUÑA,1117250,58220,Amarillo
2009,CATALUÑA,4374001,206245,Amarillo
2009,CATALUÑA,355060,36064,Amarillo
2009,CATALUÑA,4840080,360939,Amarillo
2009,CATALUÑA,470280,20039,Amarillo
2009,CATALUÑA,229426,11036,Amarillo
2009,CATALUÑA,14780,10194,Amarillo
2009,CATALUÑA,206860,13715,Amarillo
2009,CATALUÑA,294920,24710,Amarillo
2009,CATALUÑA,68045,4332,Amarillo
2009,CATALUÑA,1608406,215329,Amarillo
2009,CATALUÑA,84140,13829,Amarillo
2009,CATALUÑA,325440,30271,Amarillo
2009,CATALUÑA,18790734,1615908,Amarillo
2009,CATALUÑA,76060,6078,Amarillo
2009,CATALUÑA,640760,60572,Amarillo
2009,CATALUÑA,602140,58493,Amarillo
2009,CATALUÑA,1015440,85180,Amarillo
2009,CATALUÑA,601300,46586,Amarillo
2009,CATALUÑA,455880,45190,Amarillo
2009,CATALUÑA,2555700,253782,Amarillo
2009,CATALUÑA,463720,32750,Amarillo
2009,CATALUÑA,147000,11011,Amarillo
2009,CATALUÑA,651590,62899,Amarillo
2009,CATALUÑA,236690,36255,Amarillo
2009,CATALUÑA,389279,33223,Amarillo
2009,CATALUÑA,172840,26279,Amarillo
2009,CATALUÑA,816198,81335,Amarillo
2009,CATALUÑA,37664,3676,Amarillo
2009,CATALUÑA,748060,76274,Amarillo
2009,CATALUÑA,533540,42628,Amarillo
2009,CATALUÑA,502300,31647,Amarillo
2009,CATALUÑA,274960,15365,Amarillo
2009,CATALUÑA,310890,27461,Amarillo
2009,CATALUÑA,98400,7659,Amarillo
2009,CATALUÑA,813960,117336,Amarillo
2009,CATALUÑA,156450,7505,Amarillo
2009,CATALUÑA,844340,62573,Amarillo
2009,CATALUÑA,255261,10059,Amarillo
2009,CATALUÑA,322200,11544,Amarillo
2009,CATALUÑA,142420,4321,Amarillo
2009,CATALUÑA,188316,6834,Amarillo
2009,CATALUÑA,574680,18615,Amarillo
2009,CATALUÑA,218680,8621,Amarillo
2009,CATALUÑA,440740,19090,Amarillo
2009,CATALUÑA,36450,1503,Amarillo
2009,CATALUÑA,217800,22626,Amarillo
2009,CATALUÑA,37060,2570,Amarillo
2009,CATALUÑA,312640,8460,Amarillo
2009,CATALUÑA,153740,7403,Amarillo
2009,CATALUÑA,14360,685,Amarillo
2009,CATALUÑA,345360,24325,Amarillo
2009,CATALUÑA,103500,7633,Amarillo
2009,CATALUÑA,52760,1761,Amarillo
2009,CATALUÑA,185980,5787,Amarillo
2009,CATALUÑA,126580,7170,Amarillo
2009,CATALUÑA,739620,13916,Amarillo
2009,CATALUÑA,229670,11730,Amarillo
2009,CATALUÑA,423920,39107,Amarillo
2009,CATALUÑA,234600,37734,Amarillo
2009,CATALUÑA,78520,6611,Amarillo
2009,CATALUÑA,57340,2002,Amarillo
2009,CATALUÑA,73370,7316,Amarillo
2009,CATALUÑA,274780,19463,Amarillo
2009,CATALUÑA,442680,25754,Amarillo
2009,CATALUÑA,387800,13381,Amarillo
2009,CATALUÑA,331900,6787,Amarillo
2009,CATALUÑA,1147060,30956,Amarillo
2009,CATALUÑA,123082,4713,Amarillo
2009,CATALUÑA,378330,17766,Amarillo
2009,CATALUÑA,43700,3212,Amarillo
2009,CATALUÑA,67890,1740,Amarillo
2009,CATALUÑA,61910,1138,Amarillo
2009,CATALUÑA,373320,10009,Amarillo
2009,CATALUÑA,517780,14800,Amarillo
2009,CATALUÑA,346170,13809,Amarillo
2009,CATALUÑA,168620,13752,Amarillo
2009,CATALUÑA,114939,6903,Amarillo
2009,CATALUÑA,101860,3133,Amarillo
2009,CATALUÑA,204600,5434,Amarillo
2009,CATALUÑA,238270,11412,Amarillo
2009,CATALUÑA,278580,10150,Amarillo
2009,CATALUÑA,155770,13675,Amarillo
2009,CATALUÑA,85290,6601,Amarillo
2009,CATALUÑA,440565,27070,Amarillo
2009,CATALUÑA,136910,4032,Amarillo
2009,CATALUÑA,33120,635,Amarillo
2009,CATALUÑA,292287,14484,Amarillo
2009,CATALUÑA,33240,1242,Amarillo
2009,CATALUÑA,8980,1174,Amarillo
2009,CATALUÑA,124710,9130,Amarillo
2009,COMUNIDAD VALENCIANA,55160,10932,Amarillo
2009,COMUNIDAD VALENCIANA,332839,37040,Amarillo
2009,COMUNIDAD VALENCIANA,132270,16571,Amarillo
2009,COMUNIDAD VALENCIANA,202300,23777,Amarillo
2009,COMUNIDAD VALENCIANA,15200,362,Amarillo
2009,COMUNIDAD VALENCIANA,338880,22174,Amarillo
2009,COMUNIDAD VALENCIANA,234250,27008,Amarillo
2009,COMUNIDAD VALENCIANA,15546,1697,Amarillo
2009,COMUNIDAD VALENCIANA,297020,27770,Amarillo
2009,COMUNIDAD VALENCIANA,4909,294,Amarillo
2009,COMUNIDAD VALENCIANA,227540,30987,Amarillo
2009,COMUNIDAD VALENCIANA,12897,953,Amarillo
2009,COMUNIDAD VALENCIANA,359480,37667,Amarillo
2009,COMUNIDAD VALENCIANA,246380,32534,Amarillo
2009,COMUNIDAD VALENCIANA,521820,65821,Amarillo
2009,COMUNIDAD VALENCIANA,8515,1513,Amarillo
2009,COMUNIDAD VALENCIANA,64540,8784,Amarillo
2009,COMUNIDAD VALENCIANA,93540,10198,Amarillo
2009,COMUNIDAD VALENCIANA,37694,4127,Amarillo
2009,COMUNIDAD VALENCIANA,65780,5216,Amarillo
2009,COMUNIDAD VALENCIANA,3146,164,Amarillo
2009,COMUNIDAD VALENCIANA,478250,79958,Amarillo
2009,COMUNIDAD VALENCIANA,13149,1508,Amarillo
2009,COMUNIDAD VALENCIANA,19974,1845,Amarillo
2009,COMUNIDAD VALENCIANA,60280,7709,Amarillo
2009,COMUNIDAD VALENCIANA,75320,20939,Amarillo
2009,COMUNIDAD VALENCIANA,154880,23532,Amarillo
2009,COMUNIDAD VALENCIANA,5540,472,Amarillo
2009,COMUNIDAD VALENCIANA,779320,44035,Amarillo
2009,COMUNIDAD VALENCIANA,35362,6584,Amarillo
2009,COMUNIDAD VALENCIANA,2664,874,Amarillo
2009,COMUNIDAD VALENCIANA,67180,9750,Amarillo
2009,COMUNIDAD VALENCIANA,60880,5418,Amarillo
2009,COMUNIDAD VALENCIANA,402080,14236,Amarillo
2009,COMUNIDAD VALENCIANA,19756,4874,Amarillo
2009,COMUNIDAD VALENCIANA,140840,12119,Amarillo
2009,COMUNIDAD VALENCIANA,103973,11331,Amarillo
2009,COMUNIDAD VALENCIANA,56180,7575,Amarillo
2009,COMUNIDAD VALENCIANA,1175780,61698,Amarillo
2009,COMUNIDAD VALENCIANA,348480,101381,Amarillo
2009,COMUNIDAD VALENCIANA,558640,16549,Amarillo
2009,COMUNIDAD VALENCIANA,5282,1332,Amarillo
2009,COMUNIDAD VALENCIANA,221800,23891,Amarillo
2009,COMUNIDAD VALENCIANA,198860,32617,Amarillo
2009,COMUNIDAD VALENCIANA,7624,2093,Amarillo
2009,COMUNIDAD VALENCIANA,824,285,Amarillo
2009,COMUNIDAD VALENCIANA,26440,4665,Amarillo
2009,COMUNIDAD VALENCIANA,24758,2854,Amarillo
2009,COMUNIDAD VALENCIANA,166140,34928,Amarillo
2009,COMUNIDAD VALENCIANA,138860,21681,Amarillo
2009,COMUNIDAD VALENCIANA,3620,842,Amarillo
2009,COMUNIDAD VALENCIANA,186230,15951,Amarillo
2009,COMUNIDAD VALENCIANA,128080,9458,Amarillo
2009,COMUNIDAD VALENCIANA,80780,16958,Amarillo
2009,COMUNIDAD VALENCIANA,139520,7884,Amarillo
2009,COMUNIDAD VALENCIANA,73040,6195,Amarillo
2009,COMUNIDAD VALENCIANA,22179,3189,Amarillo
2009,COMUNIDAD VALENCIANA,20940,8629,Amarillo
2009,COMUNIDAD VALENCIANA,173960,17870,Amarillo
2009,COMUNIDAD VALENCIANA,74340,8925,Amarillo
2009,COMUNIDAD VALENCIANA,26200,3021,Amarillo
2009,COMUNIDAD VALENCIANA,3830,1221,Amarillo
2009,COMUNIDAD VALENCIANA,1091890,177924,Amarillo
2009,COMUNIDAD VALENCIANA,82760,3267,Amarillo
2009,COMUNIDAD VALENCIANA,9737,1746,Amarillo
2009,COMUNIDAD VALENCIANA,34880,5860,Amarillo
2009,COMUNIDAD VALENCIANA,148820,34235,Amarillo
2009,COMUNIDAD VALENCIANA,111299,13494,Amarillo
2009,COMUNIDAD VALENCIANA,3407,980,Amarillo
2009,COMUNIDAD VALENCIANA,151200,22441,Amarillo
2009,COMUNIDAD VALENCIANA,2240,1708,Amarillo
2009,COMUNIDAD VALENCIANA,34820,6160,Amarillo
2009,COMUNIDAD VALENCIANA,13348,2166,Amarillo
2009,COMUNIDAD VALENCIANA,598380,71777,Amarillo
2009,COMUNIDAD VALENCIANA,195100,11383,Amarillo
2009,COMUNIDAD VALENCIANA,5950,908,Amarillo
2009,COMUNIDAD VALENCIANA,22350,2990,Amarillo
2009,COMUNIDAD VALENCIANA,50330,3007,Amarillo
2009,COMUNIDAD VALENCIANA,73880,9953,Amarillo
2009,COMUNIDAD VALENCIANA,120760,18985,Amarillo
2009,COMUNIDAD VALENCIANA,114820,18544,Amarillo
2009,COMUNIDAD VALENCIANA,142000,19540,Amarillo
2009,COMUNIDAD VALENCIANA,25572,4142,Amarillo
2009,COMUNIDAD VALENCIANA,11426,1293,Amarillo
2009,COMUNIDAD VALENCIANA,82530,8657,Amarillo
2009,COMUNIDAD VALENCIANA,28979,3248,Amarillo
2009,COMUNIDAD VALENCIANA,9235,1500,Amarillo
2009,COMUNIDAD VALENCIANA,56084,5507,Amarillo
2009,COMUNIDAD VALENCIANA,11800,1992,Amarillo
2009,COMUNIDAD VALENCIANA,25663,8257,Amarillo
2009,COMUNIDAD VALENCIANA,7420,982,Amarillo
2009,COMUNIDAD VALENCIANA,244120,28713,Amarillo
2009,COMUNIDAD VALENCIANA,91050,19938,Amarillo
2009,COMUNIDAD VALENCIANA,2280,772,Amarillo
2009,COMUNIDAD VALENCIANA,68000,11043,Amarillo
2009,COMUNIDAD VALENCIANA,46020,7623,Amarillo
2009,COMUNIDAD VALENCIANA,21751,3900,Amarillo
2009,COMUNIDAD VALENCIANA,21806,2141,Amarillo
2009,COMUNIDAD VALENCIANA,3869,927,Amarillo
2009,COMUNIDAD VALENCIANA,20420,5248,Amarillo
2009,COMUNIDAD VALENCIANA,12760,4847,Amarillo
2009,COMUNIDAD VALENCIANA,10301,2774,Amarillo
2009,COMUNIDAD VALENCIANA,134460,15564,Amarillo
2009,COMUNIDAD VALENCIANA,28880,5305,Amarillo
2009,COMUNIDAD VALENCIANA,118720,13851,Amarillo
2009,COMUNIDAD VALENCIANA,229671,29363,Amarillo
2009,COMUNIDAD VALENCIANA,81380,9940,Amarillo
2009,COMUNIDAD VALENCIANA,54070,10728,Amarillo
2009,COMUNIDAD VALENCIANA,35613,11245,Amarillo
2009,COMUNIDAD VALENCIANA,28880,6457,Amarillo
2009,COMUNIDAD VALENCIANA,6259,551,Amarillo
2009,COMUNIDAD VALENCIANA,5206,1062,Amarillo
2009,COMUNIDAD VALENCIANA,19783,2220,Amarillo
2009,COMUNIDAD VALENCIANA,78530,20292,Amarillo
2009,COMUNIDAD VALENCIANA,37697,6761,Amarillo
2009,COMUNIDAD VALENCIANA,28900,8224,Amarillo
2009,COMUNIDAD VALENCIANA,40320,5330,Amarillo
2009,COMUNIDAD VALENCIANA,42900,5844,Amarillo
2009,COMUNIDAD VALENCIANA,119006,8127,Amarillo
2009,COMUNIDAD VALENCIANA,4581,974,Amarillo
2009,COMUNIDAD VALENCIANA,6874,822,Amarillo
2009,COMUNIDAD VALENCIANA,4581,724,Amarillo
2009,COMUNIDAD VALENCIANA,4580,1052,Amarillo
2009,COMUNIDAD VALENCIANA,6813,1704,Amarillo
2009,COMUNIDAD VALENCIANA,18720,3088,Amarillo
2009,COMUNIDAD VALENCIANA,63606,7560,Amarillo
2009,COMUNIDAD VALENCIANA,2902,520,Amarillo
2009,COMUNIDAD VALENCIANA,13781,2162,Amarillo
2009,COMUNIDAD VALENCIANA,3760,1107,Amarillo
2009,COMUNIDAD VALENCIANA,657,243,Amarillo
2009,COMUNIDAD VALENCIANA,44921,8056,Amarillo
2009,COMUNIDAD VALENCIANA,26402,4736,Amarillo
2009,COMUNIDAD VALENCIANA,4686,645,Amarillo
2009,COMUNIDAD VALENCIANA,6230,886,Amarillo
2009,COMUNIDAD VALENCIANA,3206,897,Amarillo
2009,COMUNIDAD VALENCIANA,24027,3956,Amarillo
2009,COMUNIDAD VALENCIANA,14160,4496,Amarillo
2009,COMUNIDAD VALENCIANA,115976,16361,Amarillo
2009,COMUNIDAD VALENCIANA,7664,1066,Amarillo
2009,COMUNIDAD VALENCIANA,6270,1889,Amarillo
2009,COMUNIDAD VALENCIANA,1011,770,Amarillo
2009,COMUNIDAD VALENCIANA,669,386,Amarillo
2009,COMUNIDAD VALENCIANA,774,588,Amarillo
2009,COMUNIDAD VALENCIANA,86310,8848,Amarillo
2009,COMUNIDAD VALENCIANA,4409,843,Amarillo
2009,COMUNIDAD VALENCIANA,5068,1079,Amarillo
2009,COMUNIDAD VALENCIANA,3222,709,Amarillo
2009,COMUNIDAD VALENCIANA,2544,622,Amarillo
2009,COMUNIDAD VALENCIANA,54420,11068,Amarillo
2009,COMUNIDAD VALENCIANA,97246,8189,Amarillo
2009,COMUNIDAD VALENCIANA,29804,6192,Amarillo
2009,COMUNIDAD VALENCIANA,6185,1448,Amarillo
2009,COMUNIDAD VALENCIANA,35290,5797,Amarillo
2009,COMUNIDAD VALENCIANA,73865,13318,Amarillo
2009,COMUNIDAD VALENCIANA,22455,3418,Amarillo
2009,COMUNIDAD VALENCIANA,46932,9131,Amarillo
2009,COMUNIDAD VALENCIANA,52160,7194,Amarillo
2009,COMUNIDAD VALENCIANA,48360,11656,Amarillo
2009,COMUNIDAD VALENCIANA,147660,20807,Amarillo
2009,COMUNIDAD VALENCIANA,186000,19893,Amarillo
2009,COMUNIDAD VALENCIANA,214300,34109,Amarillo
2009,COMUNIDAD VALENCIANA,90050,10861,Amarillo
2009,COMUNIDAD VALENCIANA,221280,30297,Amarillo
2009,COMUNIDAD VALENCIANA,147840,21651,Amarillo
2009,COMUNIDAD VALENCIANA,280480,55174,Amarillo
2009,COMUNIDAD VALENCIANA,13500,2520,Amarillo
